id,ahu,ahuMode,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cool,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,final,flow,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lifeBAHU1_VAV,lifeBAHU2_VAV,lifePHAHU1_VAV,life_B_AHU2,life_PHAHU2_VAV,lowLim,mixed,mode,motion,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,transfer,tz,unit,utilityPoint,valve,vav,vavMode,volume,water,zone,mod
@p:ubcv:r:236e3e65-917ad9e2 Life Building Unsorted Points L2_VAV11_RM2514_RT_AV,"","",✓,@p:ubcv:r:236caa97-ff9bfb92 LIFE L2_VAV11_RM2514 AHU1 CP560138,"",TL1,✓,L2_VAV11_RM2514_RT_AV,"","","",@p:ubcv:r:236caa97-ff9bfb92 LIFE L2_VAV11_RM2514 AHU1 CP560138,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:33:43-07:00 Los_Angeles,"","","",80722,2018-10-29T21:52:44-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:39:00.821-07:00 Los_Angeles,2019-01-23T16:52:58.317-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"",AV24,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",L2_VAV11_RM2514_RT_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.38Z UTC
@p:ubcv:r:236e3fb4-8ba92166 Life Building HXA3 THX_TS_HXA3_LOAD_R,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL5,✓,THX_TS_HXA3_LOAD_R,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634d109-643bf6a9 Life Building HXA3,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:00-07:00 Los_Angeles,"","","",161665,2018-10-29T05:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:27.462-07:00 Los_Angeles,2018-11-28T16:32:56.352-08:00 Los_Angeles,"","","","","","","","","","",THX_TS_HXA3_LOAD_R,✓,AI1603,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_TS_HXA3_LOAD_R_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-23T22:29:55.639Z UTC
@p:ubcv:r:236e4160-365d56d8 Life Building Unsorted Points AMS_B_EF1_DRYER_S_BV,"","","",@p:ubcv:r:236cb140-e81f0abf LIFE AMS_B_VAV34_RM0075_DRYER_BAHU2_DRYER_CP560423,"",TL93,✓,AMS_B_EF1_DRYER_S_BV,"","","",@p:ubcv:r:236cb140-e81f0abf LIFE AMS_B_VAV34_RM0075_DRYER_BAHU2_DRYER_CP560423,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-11T18:09:01-07:00 Los_Angeles,"","","",2409,2019-02-01T13:21:43-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:39:00.508-07:00 Los_Angeles,2018-11-28T16:32:35.887-08:00 Los_Angeles,"","","","","","","","","","",AMS_B_EF1_DRYER_S_BV,✓,BV92,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",AMS_B_EF1_DRYER_S_BV_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.03Z UTC
@p:ubcv:r:236e3f5f-3b143e0d Life Building Unsorted Points L2_VAV01_RM2302_MO_OCC,"","","",@p:ubcv:r:236caa97-6c344e75 LIFE L2_VAV01_RM2302 AHU1 CP560151,"",TL14,✓,L2_VAV01_RM2302_MO_OCC,"","","",@p:ubcv:r:236caa97-6c344e75 LIFE L2_VAV01_RM2302 AHU1 CP560151,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:10-07:00 Los_Angeles,"","","",1702,2018-10-29T09:47:04-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:58.294-07:00 Los_Angeles,2018-11-28T16:32:39.471-08:00 Los_Angeles,"","","","","","","","","","",Occupancy Sensor,"",BV2,✓,"","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-88249056 .+_OCC(_BV)?(_TL)?,"","","",L2_VAV01_RM2302_MO_OCC_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.259Z UTC
@p:ubcv:r:236e410d-b045e85f Life Building Unsorted Points AMS_B_VAV29_RM0025A_DMP_OP,"","","",@p:ubcv:r:236cb140-3b07c163 LIFE AMS_B_VAV29_RM0025A B_AHU2,"",TL92,✓,AMS_B_VAV29_RM0025A_DMP_OP,"","","",@p:ubcv:r:236cb140-3b07c163 LIFE AMS_B_VAV29_RM0025A B_AHU2,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:23:12-07:00 Los_Angeles,"","","",60823,2018-10-31T04:35:58-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:59.835-07:00 Los_Angeles,2018-11-28T16:32:29.817-08:00 Los_Angeles,"","","","","","","","","","",AMS_B_VAV29_RM0025A_DMP_OP,✓,BO6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",AMS_B_VAV29_RM0025A_Dmp_Open_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.479Z UTC
@p:ubcv:r:236e3f2b-b2aa50a8 Life Building Unsorted Points L2_VAV03_RM2206_DMP,"","",✓,@p:ubcv:r:236cab0b-ea59bfe9 LIFE L2_VAV03_RM2206 AHU1 CP560149,"",TL6,✓,L2_VAV03_RM2206_DMP,"",✓,"",@p:ubcv:r:236cab0b-ea59bfe9 LIFE L2_VAV03_RM2206 AHU1 CP560149,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:36:29-07:00 Los_Angeles,"","","",80720,2018-10-29T22:33:15-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.888-07:00 Los_Angeles,2019-01-23T16:52:57.046-08:00 Los_Angeles,"","","",✓,"","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",L2_VAV03_RM2206_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.478Z UTC
@p:ubcv:r:236cb1c3-0022e837 Life Building Unsorted Points B_FCU01_RM0019_RT,"","",✓,@p:ubcv:r:236c9e7c-a97b708f LIFE B_FCU01_RM0019 CP560001,"",TL2,✓,B_FCU01_RM0019_RT,"","","",@p:ubcv:r:236c9e7c-a97b708f LIFE B_FCU01_RM0019 CP560001,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80897,2018-10-28T17:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:41.557-07:00 Los_Angeles,2019-01-23T16:53:15.323-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp,"",AI3,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:244376a8-f0dfeae8 .+_RT(_AVG?)?(_LL\d+)?(_TL)?,"",✓,"",B_FCU01_RM0019_RT_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:17.783Z UTC
@p:ubcv:r:236e3eb9-4556e3eb Life Building Unsorted Points L2_VAV17_RM2001_CO2_SP,"","","",@p:ubcv:r:236caa97-bac7d7eb LIFE L2_VAV17_RM2001 AHU2 CP560143,"",TL12,✓,L2_VAV17_RM2001_CO2_SP,"","","",@p:ubcv:r:236caa97-bac7d7eb LIFE L2_VAV17_RM2001 AHU2 CP560143,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:29:38-07:00 Los_Angeles,"","","",80274,2018-10-31T07:56:37-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.839-07:00 Los_Angeles,2018-11-28T16:32:40.076-08:00 Los_Angeles,"","","","","","","","","","",L2_VAV17_RM2001_CO2_SP,✓,AV42,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV17_RM2001_CO2_SP_TL,"",Los_Angeles,ppm,"","","","","","","",2020-04-09T19:02:18.415Z UTC
@p:ubcv:r:236e3c24-e33d02b4 Life Building Unsorted Points G_VAV11_RM1001_3_5_11_13_21_DMP,"","",✓,@p:ubcv:r:236ca423-2d66f6ea LIFE G_VAV11_RM1001_3_5_11_13_21 AHU1 CP560045,"",TL6,✓,G_VAV11_RM1001_3_5_11_13_21_DMP,"",✓,"",@p:ubcv:r:236ca423-2d66f6ea LIFE G_VAV11_RM1001_3_5_11_13_21 AHU1 CP560045,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:29:47-07:00 Los_Angeles,"","","",80719,2018-10-29T22:38:36-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.229-07:00 Los_Angeles,2019-01-23T16:53:09.694-08:00 Los_Angeles,"","","",✓,"","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",G_VAV11_RM1001_3_5_11_13_21_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:18.046Z UTC
@p:ubcv:r:236e3c6d-12841616 Life Building Unsorted Points G_VAV07_RM1007_1009_RT_SP,"","",✓,@p:ubcv:r:236ca423-29ee0700 LIFE G_VAV07_RM1007_1009 AHU2 CP560048,"",TL2,✓,G_VAV07_RM1007_1009_RT_SP,"","","",@p:ubcv:r:236ca423-29ee0700 LIFE G_VAV07_RM1007_1009 AHU2 CP560048,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:31:11-07:00 Los_Angeles,"","","",80722,2018-10-29T22:09:17-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:40.969-07:00 Los_Angeles,2019-01-23T16:53:24.127-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",G_VAV07_RM1007_1009_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.075Z UTC
@p:ubcv:r:236e4006-cb6756f2 Life Building Unsorted Points AMS_B_EF6_S_BV,"","",✓,@p:ubcv:r:236cb140-e6945288 LIFE AMS_B_VAV11_RM0001_BAHU2_FF1_EF6_CP560401,"",TL97,✓,AMS_B_EF6_S_BV,"","","",@p:ubcv:r:236cb140-e6945288 LIFE AMS_B_VAV11_RM0001_BAHU2_FF1_EF6_CP560401,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","","","","","","","",ok,"","","",Bool,2020-05-12T15:38:54.75-07:00 Los_Angeles,2018-11-28T16:33:02.22-08:00 Los_Angeles,"","","","","","","","","","","Exhaust Fan Run ","",BV93,"","","","","",✓,"","","","","","","",✓,"",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",AMS_B_EF6_S_BV_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.26Z UTC
@p:ubcv:r:236e3f71-8e5ca380 Life Building Unsorted Points L2_VAV22_RM2400_2500_SAT,"","",✓,@p:ubcv:r:236cab0b-c7dcf2d4 LIFE L2_VAV22_RM2400_2500 AHU1 CP560152,"",TL7,✓,L2_VAV22_RM2400_2500_SAT,"","","",@p:ubcv:r:236cab0b-c7dcf2d4 LIFE L2_VAV22_RM2400_2500 AHU1 CP560152,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:28:58-07:00 Los_Angeles,"","","",80724,2018-10-29T22:15:38-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.089-07:00 Los_Angeles,2019-01-23T16:52:58.766-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",L2_VAV22_RM2400_2500_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.51Z UTC
@p:ubcv:r:236cb2c2-aaa54d94 Life Building Unsorted Points G_VAV35_NORTH_FLW_SP,"","",✓,@p:ubcv:r:236ca3c3-94a772f9 LIFE G_VAV35_NORTH AHU2 CP560021,"",TL4,✓,G_VAV35_NORTH_FLW_SP,"","","",@p:ubcv:r:236ca3c3-94a772f9 LIFE G_VAV35_NORTH AHU2 CP560021,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:36:37-07:00 Los_Angeles,"","","",80903,2018-10-28T17:16:48-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:41.682-07:00 Los_Angeles,2019-01-23T16:53:02.871-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",G_VAV35_NORTH_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:17.879Z UTC
@p:ubcv:r:236e4012-fe801a30 Life Building Unsorted Points AMS_B_VAV12_RM0003B_DP,"","",✓,@p:ubcv:r:236cb140-fed481fc LIFE AMS_B_VAV12_RM0003B B_AHU2,"",TL5,✓,AMS_B_VAV12_RM0003B_DP,"","","",@p:ubcv:r:236cb140-fed481fc LIFE AMS_B_VAV12_RM0003B B_AHU2,"","","","","","","",✓,"",✓,$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:14-07:00 Los_Angeles,"","","",80287,2018-10-31T07:30:25-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.95-07:00 Los_Angeles,2019-01-23T16:53:19.305-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Differential Pressure,"",AI5,"","","","","",✓,"","",✓,"","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-247ed83f (.+_)?VAV(_)?\w?\d+\w?(_.+)?_DP(_TL)?,"","","",AMS_B_VAV12_RM0003B_DP_TL,"",Los_Angeles,Pa,"","","","","","","",2020-04-09T19:02:18.727Z UTC
@p:ubcv:r:236e3d95-dc6e8e08 Life Building Unsorted Points PH_AHU1_RAD_FB,"","","",@p:ubcv:r:236ca854-6cf18896 LIFE LIFE_AHU1/AHU2/EF1,"",TL22,✓,PH_AHU1_RAD_FB,"","","",@p:ubcv:r:236ca854-6cf18896 LIFE LIFE_AHU1/AHU2/EF1,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:00-07:00 Los_Angeles,"","","",402630,2018-10-30T18:34:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.32-07:00 Los_Angeles,2018-11-28T16:32:43.695-08:00 Los_Angeles,"","","","","","","","","","",PH_AHU1_RAD_FB,✓,AI1503,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_AHU1_MAD_S_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:18.193Z UTC
@p:ubcv:r:236e3caf-ea6e0a05 Life Building Unsorted Points G_VAV04_RM1104_FLW,"","",✓,@p:ubcv:r:236ca423-7bf9dfe8 LIFE G_VAV04_RM1104 AHU2 CP560052,"",TL3,✓,G_VAV04_RM1104_FLW,"","","",@p:ubcv:r:236ca423-7bf9dfe8 LIFE G_VAV04_RM1104 AHU2 CP560052,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:40-07:00 Los_Angeles,"","","",80722,2018-10-29T21:59:06-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.859-07:00 Los_Angeles,2019-01-23T16:52:50.192-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow,"",AV18,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV04_RM1104_FLW_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.102Z UTC
@p:ubcv:r:236e3b54-5bb8fee7 Life Building Unsorted Points G_VAV01A_RM1318_FLW_SP,"","",✓,@p:ubcv:r:236ca423-48669b24 LIFE G_VAV01A_RM1318 AHU1 CP560037,"",TL4,✓,G_VAV01A_RM1318_FLW_SP,"","","",@p:ubcv:r:236ca423-48669b24 LIFE G_VAV01A_RM1318 AHU1 CP560037,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:32:56-07:00 Los_Angeles,"","","",80724,2018-10-29T22:19:58-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:42.971-07:00 Los_Angeles,2019-01-23T16:52:59.688-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",G_VAV01A_RM1318_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-14T16:50:00.304Z UTC
@p:ubcv:r:236e3ea8-ea4ce9c6 Life Building Unsorted Points L2_FCU02_RM2006_RT_SP,"","",✓,@p:ubcv:r:236caa97-229ed96e LIFE L2_FCU02_RM2006 CP560142,"",TL3,✓,L2_FCU02_RM2006_RT_SP,"","","",@p:ubcv:r:236caa97-229ed96e LIFE L2_FCU02_RM2006 CP560142,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80729,2018-10-29T22:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:26.674-07:00 Los_Angeles,2019-01-23T16:53:28.039-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV1,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",L2_FCU02_RM2006_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.411Z UTC
@p:ubcv:r:236cb357-db7678fb Life Building Unsorted Points G_VAV18_RM1205_DMP_OP,"","","",@p:ubcv:r:236ca423-4896a1ab LIFE G_VAV18_RM1205 AHU1 CP560034,"",TL91,✓,G_VAV18_RM1205_DMP_OP,"","","",@p:ubcv:r:236ca423-4896a1ab LIFE G_VAV18_RM1205 AHU1 CP560034,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:26-07:00 Los_Angeles,"","","",55608,2018-10-30T15:29:06-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:30.07-07:00 Los_Angeles,2018-11-28T16:32:26.538-08:00 Los_Angeles,"","","","","","","","","","",G_VAV18_RM1205_DMP_OP,✓,BO5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV18_RM1205_Dmp_Close_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.821Z UTC
@p:ubcv:r:236e3bc3-7cc42aed Life Building Unsorted Points G_VAV23_RM1050_DMP_OP,"","","",@p:ubcv:r:236ca423-f4833af9 LIFE G_VAV23_RM1050 AHU1 CP560041,"",TL91,✓,G_VAV23_RM1050_DMP_OP,"","","",@p:ubcv:r:236ca423-f4833af9 LIFE G_VAV23_RM1050 AHU1 CP560041,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:35-07:00 Los_Angeles,"","","",66029,2018-10-31T23:45:59-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:51.946-07:00 Los_Angeles,2018-11-28T16:32:43.983-08:00 Los_Angeles,"","","","","","","","","","",G_VAV23_RM1050_DMP_OP,✓,BO5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV23_RM1050_Dmp_Close_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.031Z UTC
@p:ubcv:r:236e3fb4-4bd0a460 Life Building HXA3 THX_TS_DES_S,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL37,✓,THX_TS_DES_S,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2634d109-643bf6a9 Life Building HXA3,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:35:00-07:00 Los_Angeles,"","","",219278,2018-10-31T18:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.16-07:00 Los_Angeles,2018-11-28T16:32:46.781-08:00 Los_Angeles,"","","","","","","","","","",THX_TS_DES_S,✓,AI1503,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_TS_DES_S_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-23T22:30:19.684Z UTC
